title,price_idr,duration,location,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,description,facilities,agent_name,updated_by,main_image,image_urls,url
Villa Taman Sari Kerobokan badung,Rp 150.000.000,,Villa Taman Sari Kerobokan badung - Disewakan: Rumah & Apartemen - 942576390,2,2,128,150,,Disewakan Villa Taman sari Kerobokan Klod Badung Bali Lingkungan Villa Dekat ke Pusat Kota Petitenget Seminyak Sunset Road Kerobokan & 30 mnt ke Bandara Ngurah Rai 2 Lantai Luas Tanah 128m2 Luas bangunan 150m2 2 Kamar Tidur 2 Kamar Mandi Dalam 1 Toilet Ruang Tamu Ruang Makan Dapur + Kitchen Set Kolam Renang 35 x 7 meter Listrik 4500w Semi Furnised Air Sumur Bor Garasi 2 Mobil Halaman Luas Akses Jalan 5 meter # Harga 300 juta / 2 Tahun,,Indepedent Agent - Adit Setiawan,2026-03-09T14:06:17+07:00,https://apollo.olx.co.id/v1/files/6974696515fc8-ID/image,https://apollo.olx.co.id/v1/files/6974696515fc8-ID/image | https://apollo.olx.co.id/v1/files/697469648ca14-ID/image | https://apollo.olx.co.id/v1/files/697469633ea0d-ID/image | https://apollo.olx.co.id/v1/files/697469620e945-ID/image | https://apollo.olx.co.id/v1/files/69746962cf687-ID/image | https://apollo.olx.co.id/v1/files/697469658f9e0-ID/image | https://apollo.olx.co.id/v1/files/69746964d129a-ID/image | https://apollo.olx.co.id/v1/files/69746965c7249-ID/image | https://apollo.olx.co.id/v1/files/697469668b79a-ID/image | https://apollo.olx.co.id/v1/files/697469662aba3-ID/image | https://apollo.olx.co.id/v1/files/697469668d58d-ID/image | https://apollo.olx.co.id/v1/files/69746967b9132-ID/image | https://apollo.olx.co.id/v1/files/69746967a75c8-ID/image | https://apollo.olx.co.id/v1/files/69746968af85a-ID/image | https://apollo.olx.co.id/v1/files/69746968b6dc0-ID/image | https://apollo.olx.co.id/v1/files/69746968c5b86-ID/image | https://apollo.olx.co.id/v1/files/6974696932141-ID/image | https://apollo.olx.co.id/v1/files/697469683580f-ID/image | https://apollo.olx.co.id/v1/files/69746969f3d39-ID/image | https://apollo.olx.co.id/v1/files/69746969a8095-ID/image,https://www.olx.co.id/item/villa-taman-sari-kerobokan-badung-iid-942576390
villa 2 Kamar bagus area strategis dekat Seminyak kerobokan,Rp 230.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,200,250,,Leasehold (For Rent) 2 Bedroom Villa Gunung Salak Kerobokan Badung Bali Details Land size 200 m2 2 Floors Building 2 Bedroom 6x6 meters (downstair & upstairs) Swimming Pool 3x4 meter Electricity 5500 Watt Outdoor Kitchen Water Filter Lease Price IDR 230 Million/ Year Minimum 2 Years,,Tuit Nensi,2026-03-09T12:51:19+07:00,https://apollo.olx.co.id/v1/files/69745cec4b4bf-ID/image,https://apollo.olx.co.id/v1/files/69745cec4b4bf-ID/image | https://apollo.olx.co.id/v1/files/69745ceb326a4-ID/image | https://apollo.olx.co.id/v1/files/69745ceb9ea73-ID/image | https://apollo.olx.co.id/v1/files/69745cea0eb98-ID/image | https://apollo.olx.co.id/v1/files/69745cea92153-ID/image | https://apollo.olx.co.id/v1/files/69745cebbc3b5-ID/image | https://apollo.olx.co.id/v1/files/69745ceb2a1f9-ID/image | https://apollo.olx.co.id/v1/files/69745cec25afe-ID/image | https://apollo.olx.co.id/v1/files/69745cec32840-ID/image | https://apollo.olx.co.id/v1/files/69745cee86e5c-ID/image | https://apollo.olx.co.id/v1/files/69745cefd4504-ID/image | https://apollo.olx.co.id/v1/files/69745ced8bd56-ID/image,https://www.olx.co.id/item/villa-2-kamar-bagus-area-strategis-dekat-seminyak-kerobokan-iid-942574750
Well-Located Modern Villa 3 Bedroom Rent In Denpasar,Rp 200.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,110,165,,Well-Located Modern Villa 3 Bedroom Rent In Denpasar A stylish modern minimalist villa located in the prime residential area of Gunung Lumut Denpasar. This property offers a peaceful environment while remaining close to key areas of the city making it an ideal choice for comfortable living in Bali. The villa features a contemporary design with spacious interiors and large floor-to-ceiling glass doors that allow natural light to fill the living spaces. The open-plan living and dining area connects seamlessly with the outdoor area and private swimming pool creating a comfortable space for relaxation and entertaining. Property Details Land size: 110 sqm Building size: 165 sqm 2 floors 3 bedrooms 1 powder room Private swimming pool Open-plan living and dining area Floor-to-ceiling glass doors providing natural light Price: For Rent: IDR 200 Million /year Located in a strategic area of Denpasar this villa offers convenient access to schools shopping areas restaurants and main roads while still providing a quiet and private residential atmosphere. This property is suitable for expatriates couples or small families looking for a long-term home in Bali with privacy and modern comfort. For more information or to arrange a viewing please contact: Venven,,RE/MAX JAYA CANGGU,2026-03-09T11:23:53+07:00,https://apollo.olx.co.id/v1/files/69ae4b5958a36-ID/image,https://apollo.olx.co.id/v1/files/69ae4b5958a36-ID/image | https://apollo.olx.co.id/v1/files/69ae4b5965131-ID/image | https://apollo.olx.co.id/v1/files/69ae4b59a07be-ID/image | https://apollo.olx.co.id/v1/files/69ae4b5943cc6-ID/image | https://apollo.olx.co.id/v1/files/69ae4b59657f6-ID/image,https://www.olx.co.id/item/well-located-modern-villa-3-bedroom-rent-in-denpasar-iid-943736062
Private Villa for Long Term Rent in Kerobokan Bali,Rp 350.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,246,244,,TOP FOR RENT!!! Best Price Rp. 350 juta/tahun Disewakan Villa Modern 2 Floor Rice Fields View in Kesambi Kerobokan Bali. Located in a peaceful yet strategic areamaking it an ideal choice for both long-term living and a relaxing Bali getaway. Prime Location : 5 menit ke RSU GARBA MED 13 menit ke Pantai Batu Belig 15 menit ke Trans Studio Mall Bali Dekat Caffe Restoran Detail Land Size 246 m2 Building Size 244 m2 3 bedrooms ensuite Swimming pool Living area Kitchen + Dining area Rooftop + Gazebo Carport for 1 car Electricity 7700 watt Carport for 1 car + 2/3 bike Fully furnished 4.5 metes road access SHM / FREEHOLD IMB,,Gus Surya (Billy),2026-03-09T07:49:44+07:00,https://apollo.olx.co.id/v1/files/69ae192556514-ID/image,https://apollo.olx.co.id/v1/files/69ae192556514-ID/image | https://apollo.olx.co.id/v1/files/69ae1925863bd-ID/image | https://apollo.olx.co.id/v1/files/69ae1925bf354-ID/image | https://apollo.olx.co.id/v1/files/69ae1924e9be3-ID/image | https://apollo.olx.co.id/v1/files/69ae19258e12a-ID/image | https://apollo.olx.co.id/v1/files/69ae1926decdf-ID/image | https://apollo.olx.co.id/v1/files/69ae192653e05-ID/image | https://apollo.olx.co.id/v1/files/69ae19269ead2-ID/image | https://apollo.olx.co.id/v1/files/69ae1926d339a-ID/image | https://apollo.olx.co.id/v1/files/69ae192649336-ID/image | https://apollo.olx.co.id/v1/files/69ae1927ee85f-ID/image | https://apollo.olx.co.id/v1/files/69ae1927d8b2c-ID/image | https://apollo.olx.co.id/v1/files/69ae1928840c8-ID/image | https://apollo.olx.co.id/v1/files/69ae192889b45-ID/image | https://apollo.olx.co.id/v1/files/69ae19282455d-ID/image,https://www.olx.co.id/item/private-villa-for-long-term-rent-in-kerobokan-bali-iid-943731010
Villa Gunung Salak Padang Sambian Klod Denpasar Barat,Rp 250.000.000,,Disewakan: Rumah & Apartemen dalam Bali,5,5,300,600,,Disewakan Villa Gunung salak Padang sambian klod Denpasar barat Lantai 3 Luas tanah 300m2 Luas bangunan 6002 5 Kamar tidur 5 Kamar mandi Ruang tamu Dapur SemiFurnised Listrik 5500w Kolam renang Sumur bor Garase Akses jalan5 meter paving # Harga 250 Juta / tahun Min 5 Tahun Sewa,,Indepedent Agent - Adit Setiawan,2026-03-09T00:05:29+07:00,https://apollo.olx.co.id/v1/files/69391bb25f663-ID/image,https://apollo.olx.co.id/v1/files/69391bb25f663-ID/image | https://apollo.olx.co.id/v1/files/69391bb2604ed-ID/image | https://apollo.olx.co.id/v1/files/69391bb25c895-ID/image | https://apollo.olx.co.id/v1/files/69391bb26f9c0-ID/image | https://apollo.olx.co.id/v1/files/69391bb3e6400-ID/image | https://apollo.olx.co.id/v1/files/69391bb32ee58-ID/image,https://www.olx.co.id/item/villa-gunung-salak-padang-sambian-klod-denpasar-barat-iid-941443514
RUMAH BARU DI AREA NUSA DUA MUMBUL BADUNG BALI,Rp 115.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,2,146,82,,DISEWAKAN RUMAH PERDANA MUMBUL CLUSTER NUSA DUA BALI DISEWAKAN Rp. 115 JT perTAHUN MIN SEWA 2 TAHUN LT : 146 M2 LB : 82 M2 SHM RUMAH 2 LANTAI FULL FURNISHED R. TAMU DAPUR KAMAR TIDUR KAMAR MANDI LISTRIK 2.200 WATT AIR PDAM + TOKEN PARKIR AREA AKSES JALAN 5 METER,,Galaxy Kuta,2026-03-07T13:19:21+07:00,https://apollo.olx.co.id/v1/files/69abc3672e624-ID/image,https://apollo.olx.co.id/v1/files/69abc3672e624-ID/image | https://apollo.olx.co.id/v1/files/69abc3675d256-ID/image | https://apollo.olx.co.id/v1/files/69abc36737d30-ID/image | https://apollo.olx.co.id/v1/files/69abc36707b0f-ID/image | https://apollo.olx.co.id/v1/files/69abc367e88fb-ID/image | https://apollo.olx.co.id/v1/files/69abc36861014-ID/image | https://apollo.olx.co.id/v1/files/69abc3687e221-ID/image | https://apollo.olx.co.id/v1/files/69abc3685d19c-ID/image | https://apollo.olx.co.id/v1/files/69abc36801723-ID/image | https://apollo.olx.co.id/v1/files/69abc368539de-ID/image,https://www.olx.co.id/item/rumah-baru-di-area-nusa-dua-mumbul-badung-bali-iid-943694702
Fully Furnished 2 Bedroom Villa For Rent In Seminyak,Rp 300.000.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,250,150,,Fully Furnished 2 Bedroom Villa For Rent In Seminyak Enjoy comfortable living in this private villa located in the popular area of Seminyak. The property offers a spacious layout modern facilities and a relaxing private pool making it ideal for those seeking a convenient lifestyle close to restaurants cafes and entertainment spots. Property Specifications • Land Size: 250 m² • Building Size: 150 m² • 2 Bedrooms • 2 Bathrooms • Electricity: 7700 Watt • 2 Air Conditioners • Fully Furnished • Living Room • Kitchen • Private Swimming Pool This villa is suitable for long-term living with a comfortable and functional design in one of Bali’s most sought-after locations. Rental Price Yearly: IDR 300 Million Monthly: IDR 285 Million Contact: Venven,,RE/MAX JAYA CANGGU,2026-03-07T12:32:46+07:00,https://apollo.olx.co.id/v1/files/69abb87da2433-ID/image,https://apollo.olx.co.id/v1/files/69abb87da2433-ID/image | https://apollo.olx.co.id/v1/files/69abb87d1b8c9-ID/image | https://apollo.olx.co.id/v1/files/69abb87c86afe-ID/image | https://apollo.olx.co.id/v1/files/69abb87d30991-ID/image | https://apollo.olx.co.id/v1/files/69abb87cba3d6-ID/image | https://apollo.olx.co.id/v1/files/69abb87e45fe1-ID/image | https://apollo.olx.co.id/v1/files/69abb87e72f03-ID/image | https://apollo.olx.co.id/v1/files/69abb87e92512-ID/image | https://apollo.olx.co.id/v1/files/69abb87e6e8e6-ID/image | https://apollo.olx.co.id/v1/files/69abb87e5b3d9-ID/image,https://www.olx.co.id/item/fully-furnished-2-bedroom-villa-for-rent-in-seminyak-iid-943693028
Fully Furnished 2 Bedroom Villa For Rent In Seminyak,Rp 28.500.000,,Disewakan: Rumah & Apartemen dalam Bali,2,2,250,150,,Fully Furnished 2 Bedroom Villa For Rent In Seminyak Enjoy comfortable living in this private villa located in the popular area of Seminyak. The property offers a spacious layout modern facilities and a relaxing private pool making it ideal for those seeking a convenient lifestyle close to restaurants cafes and entertainment spots. Property Specifications • Land Size: 250 m² • Building Size: 150 m² • 2 Bedrooms • 2 Bathrooms • Electricity: 7700 Watt • 2 Air Conditioners • Fully Furnished • Living Room • Kitchen • Private Swimming Pool This villa is suitable for long-term living with a comfortable and functional design in one of Bali’s most sought-after locations. Rental Price Yearly: IDR 300 Million Monthly: IDR 285 Million Contact: Venven,,RE/MAX JAYA CANGGU,2026-03-07T12:28:05+07:00,https://apollo.olx.co.id/v1/files/69abb763cbbe9-ID/image,https://apollo.olx.co.id/v1/files/69abb763cbbe9-ID/image | https://apollo.olx.co.id/v1/files/69abb7633bce7-ID/image | https://apollo.olx.co.id/v1/files/69abb76373952-ID/image | https://apollo.olx.co.id/v1/files/69abb7635606a-ID/image | https://apollo.olx.co.id/v1/files/69abb763ecc61-ID/image | https://apollo.olx.co.id/v1/files/69abb764633ad-ID/image | https://apollo.olx.co.id/v1/files/69abb76473f72-ID/image | https://apollo.olx.co.id/v1/files/69abb764c34e7-ID/image | https://apollo.olx.co.id/v1/files/69abb764996f2-ID/image | https://apollo.olx.co.id/v1/files/69abb76414891-ID/image,https://www.olx.co.id/item/fully-furnished-2-bedroom-villa-for-rent-in-seminyak-iid-943692820
Disewakan Villa Murah 3 Kamar Di Kerobokan Dekat Canggu,Rp 275.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,200,150,,Disewakan Villa 3 Kamar Dikerobokan Dekat Umalas   Desain Modern Tropis  Villa ini hadir dengan desain modern ruang terbuka yang lapang villa 1 lantai dgn suasana tropis yang nyaman ideal untuk hunian pribadi Detail Properti: Luas Tanah: 200 m² Luas Bangunan: 150 m² Kamar Tidur: 3 unit luas dan terang Kamar Mandi: 3 unit dengan desain elegan Kolam Renang Pribadi ukuran 3x7 meter Full Furnished tinggal masuk! Akses jalan 3 meter (bisa mobil) Fitur Tambahan: Tata ruang ideal untuk kenyamanan dan privasi Area taman dan outdoor lounge yang menyatu dengan alam Material bangunan berkualitas 15 mnt ke pantai Berawa Atlas Beach Club 5 mnt ke sunset point Seminyak  30 mnt ke airport Lingkungan asri dengan komunitas internasional,,Independent Agent,2026-03-07T11:51:33+07:00,https://apollo.olx.co.id/v1/files/68cdf14782047-ID/image,https://apollo.olx.co.id/v1/files/68cdf14782047-ID/image | https://apollo.olx.co.id/v1/files/68cdf148d48d4-ID/image | https://apollo.olx.co.id/v1/files/68cdf1475c2b8-ID/image | https://apollo.olx.co.id/v1/files/68cdf147c964c-ID/image | https://apollo.olx.co.id/v1/files/68cdf147634ec-ID/image | https://apollo.olx.co.id/v1/files/68cdf149c509d-ID/image,https://www.olx.co.id/item/disewakan-villa-murah-3-kamar-di-kerobokan-dekat-canggu-iid-935433852
Rumah Baru Dekat Fasilitas Umum Disewakan di Denpasar Barat Area,Rp 100.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,2,250,450,,Disewakan Rumah di Denpasar Barat Rumah Baru Renovasi di Denpasar Barat posisi Rumah Hook dan di lokasinya yang sangat Strategis dikarenakan di sekitar lokasi berdekatan dengan Fasilitas Umum yang lengkap seperti RS Supermarket Sekolah SPBU Bank dan lain-lain. Yang terpenting akses jalan 6 meter Aspal dan paving blok yang terpenting dari semua adalah 'Bebas Banjir'. Juga jalan di sekitar lokasi Sepi dan tidak ada kontruksi. Ke Canggu 2 km Ke Seminyak 4 km Detail: Rumah 1 lantai Tanah 250 m² Bangunan 200 m² Fasilitas: Kamar Tidur 3 unit Kamar mandi 2 Unit Halaman luas Dapur Ruang keluarga Ruang tamu Ruang makan AC 3 unit Water heater 1 unit PLN 3500 Sumur Bor Parkir mobil 1 unit Non Furnished Harga Sewa Rp. 100 Juta / tahun Bagi yang berminat dengan property ini dapat menghubungi Franky,,Re/Max Jaya Hendro,2026-03-07T11:16:02+07:00,https://apollo.olx.co.id/v1/files/69aba681e2623-ID/image,https://apollo.olx.co.id/v1/files/69aba681e2623-ID/image | https://apollo.olx.co.id/v1/files/69aba6803d134-ID/image | https://apollo.olx.co.id/v1/files/69aba680b2092-ID/image | https://apollo.olx.co.id/v1/files/69aba681cf263-ID/image | https://apollo.olx.co.id/v1/files/69aba680d3ff6-ID/image | https://apollo.olx.co.id/v1/files/69aba682f26a8-ID/image | https://apollo.olx.co.id/v1/files/69aba682e82f9-ID/image | https://apollo.olx.co.id/v1/files/69aba68211a93-ID/image | https://apollo.olx.co.id/v1/files/69aba682e9a07-ID/image,https://www.olx.co.id/item/rumah-baru-dekat-fasilitas-umum-disewakan-di-denpasar-barat-area-iid-943690225
Villa 3 Bedroom For Rent In Umalas Canggu,Rp 400.000.000,,Disewakan: Rumah & Apartemen dalam Bali,3,3,300,200,,Villa 3 Bedroom For Rent In Umalas Canggu Experience comfortable tropical living in the peaceful area of Umalas perfectly located between Canggu and Seminyak. This beautiful private villa offers spacious living with a modern tropical design ideal for long-term living in Bali. Property Details • Land Size: 300 sqm • Building Size: 200 sqm • 3 Bedrooms (all with en-suite bathrooms) • Private Swimming Pool • Enclosed Living Room & Kitchen • Fully comfortable layout suitable for family or professionals Included Services: • Housekeeping 2 times per week • Pool maintenance • Garden maintenance Enjoy privacy comfort and a relaxing Bali lifestyle in a strategic location close to restaurants cafes and the beach. Price: IDR 400 Million / Year Perfect for those looking for a stylish and peaceful home in Bali. Contact for more information or to schedule a viewing: Wulan,,RE/MAX JAYA CANGGU,2026-03-07T09:27:23+07:00,https://apollo.olx.co.id/v1/files/69ab8d066701b-ID/image,https://apollo.olx.co.id/v1/files/69ab8d066701b-ID/image | https://apollo.olx.co.id/v1/files/69ab8d063ce22-ID/image | https://apollo.olx.co.id/v1/files/69ab8d0600520-ID/image | https://apollo.olx.co.id/v1/files/69ab8d061af97-ID/image | https://apollo.olx.co.id/v1/files/69ab8d06a3086-ID/image | https://apollo.olx.co.id/v1/files/69ab8d088d63d-ID/image | https://apollo.olx.co.id/v1/files/69ab8d08e86ef-ID/image | https://apollo.olx.co.id/v1/files/69ab8d08b9592-ID/image | https://apollo.olx.co.id/v1/files/69ab8d081584d-ID/image | https://apollo.olx.co.id/v1/files/69ab8d080e11d-ID/image | https://apollo.olx.co.id/v1/files/69ab8d096d5f1-ID/image | https://apollo.olx.co.id/v1/files/69ab8d09b915a-ID/image | https://apollo.olx.co.id/v1/files/69ab8d09ae9c7-ID/image | https://apollo.olx.co.id/v1/files/69ab8d09ae3df-ID/image | https://apollo.olx.co.id/v1/files/69ab8d09c5d0e-ID/image | https://apollo.olx.co.id/v1/files/69ab8d0a38d73-ID/image | https://apollo.olx.co.id/v1/files/69ab8d0a3309d-ID/image | https://apollo.olx.co.id/v1/files/69ab8d0ab7e0f-ID/image | https://apollo.olx.co.id/v1/files/69ab8d0a34195-ID/image | https://apollo.olx.co.id/v1/files/69ab8d0a00c0f-ID/image,https://www.olx.co.id/item/villa-3-bedroom-for-rent-in-umalas-canggu-iid-943686780
Disewa rumah minimalis baru 1 kamar tidur luas 100 M2 akses jalan utama Denpasar Utara,Rp 30.000.000,,Disewakan: Rumah & Apartemen dalam Bali,1,1,100,170,,Disewakan Rumah minimalis 1 kamar tidur baru jadi non furnished lokasi berada di akses jalan utama Cekomaria Denpasar Utara 1 kamar tidur 1 kamar mandi kitchen living room teras pagar keliling sewa tahunan 30 juta nett di Utamakan lebih setahun dapat harga special,,Agent resmi discovery property bali,2026-03-07T05:03:47+07:00,https://apollo.olx.co.id/v1/files/69ab4f4141139-ID/image,https://apollo.olx.co.id/v1/files/69ab4f4141139-ID/image | https://apollo.olx.co.id/v1/files/69ab4f416c38e-ID/image | https://apollo.olx.co.id/v1/files/69ab4f41b6733-ID/image | https://apollo.olx.co.id/v1/files/69ab4f418c4e2-ID/image | https://apollo.olx.co.id/v1/files/69ab4f41797b6-ID/image | https://apollo.olx.co.id/v1/files/69ab4f42bc9de-ID/image | https://apollo.olx.co.id/v1/files/69ab4f423df2c-ID/image | https://apollo.olx.co.id/v1/files/69ab4f422057b-ID/image | https://apollo.olx.co.id/v1/files/69ab4f42e04d2-ID/image,https://www.olx.co.id/item/disewa-rumah-minimalis-baru-1-kamar-tidur-luas-100-m2-akses-jalan-utama-denpasar-utara-iid-943683335
