title,price_idr,duration,location,bedrooms,bathrooms,land_size_m2,building_size_m2,certificate,description,facilities,agent_name,updated_by,main_image,url
Villa Minimalis 3Br Dekat Pantai Tanjung Benoa,Rp 200.000.000,day,Badung,3,3,,,,villa minimalis 3br kolam renang pribadi dekat pantai tanjung benoa - 1 menit ke beach - 240 jt nego Villa minimalis disewakan di Tanjung Benoa Nusa Dua. Lokasi sangat strategis hanya 1 menit ke Pantai Tanjung Benoa. Cocok untuk hunian keluarga maupun ekspatriat yang ingin tinggal dekat pantai dengan suasana tenang. Spesifikasi: luas tanah 150 m² luas bangunan 170 m² 2 lantai 3 kamar tidur 3 kamar mandi ruang tamu (close living room) ruang makan lengkap dengan dining table kitchen kolam renang pribadi full furnished listrik 10.000 watt air pdam Harga sewa Rp 200 juta per tahun (nego). Harga sudah termasuk fee agent pool maintenance sampah pdam dan iuran banjar. Penyewa hanya bayar token listrik dan wifi. Lokasi premium di kawasan wisata Tanjung Benoa dekat pantai restoran water sport dan akses mudah ke area nusa dua.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2106249/54b97d894f2777b503733057fe344ae6.jpg,https://www.rumah123.com/properti/badung-nusa-dua/villa-minimalis-3br-dekat-pantai-tanjung-benoa-vlr232219/
BRAND NEW VILLA FOR RENT IN A QUIET AREA NOT FAR AWAY,Rp 250.000.000,year,Badung,2,3,125 m²,100 m²,Lainnya,FOR RENT - BRAND NEW VILLA IN TUMBAK BAYUH BADUNG A brand new villa with a modern tropical design located in the quiet area of ​​Tumbak Bayuh - just minutes from Canggu and Pererenan Beach. Location: Tumbak Bayuh Selingsing - Badung Bali Property Details: Land size: 125 m² Building size: 100 m² 2 Bedrooms 3 Bathrooms Living room + kitchen Laundry / linen room Private swimming pool Garage Electricity: 7700W Water: deep well Cleaning (house & pool) twice a month Price: IDR 250000000 / year,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/2100759/df5174e984d8bc73d242bad10aa0b85d.jpg,https://www.rumah123.com/properti/badung-canggu/brand-new-villa-for-rent-in-a-quiet-area-not-far-away-hor40563869/
Disewakan Rumah Semi Villa Area Sanur,Rp 200.000.000,year,Disewakan Rumah Semi Villa Area Sanur | Rumah123,3,4,500 m²,200 m²,SHM,Disewakan Rumah semi Villa area Sanur Lokasi strategis : 5 Menit ke Plaza Renon 7 Menit ke Pantai Sanur 6 Menit Ke Gandhi School Detail Properti: Luas Tanah 500m2 Luas Bangunan 200m2 3 Kamar Tidur 4 Kamar Mandi Listrik 3500 watt Air Sumur SHM Minimal Sewa 3 tahun Harga Sewa IDR 200 Juta Per Tahun DF3 DK 06297,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1616144/1e8b439e68b5ad1838c8e2fdb79f70bf.jpg,https://www.rumah123.com/properti/denpasar-sanur/disewakan-rumah-semi-villa-area-sanur-hor41049707/
Villa Asri Sanur dengan Pemandangan Sawah yang Menyejukkan,Rp 200.000.000,day,Villa Asri Sanur dengan Pemandangan Sawah yang Menyejukkan | vlr188013,2,2,,,,Villa di Sanur Denpasar. For rent di wilayah yang tenang. Dengan rinciannya adalah sebagai berikut: - Kamar Tidur: 2 - Kamar Mandi: 2 - Sertifikat: - Dan properti ini juga terdepan karena: - Full Furnished. - Villa Mewah. - Desain minimalis. - Lokasi tenang & jauh dari keramaian. - Lokasi dipusat kota. - Sejuk. - Lokasi Strategis. - Lokasi Bebas Banjir. Lokasi villa berikut terjangkau hanya selangkah menuju berbagai fasilitas utama dan menarik. Hanya Rp. 200.000.xxx anda dapat langsung dapatkan villa strategis di daerah Sanur ini. Tersedia juga untuk rental period Daily.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/4407764/ba8b22354f85f5805793b3c958d6e252.jpg,https://www.rumah123.com/properti/denpasar-sanur/villa-asri-sanur-dengan-pemandangan-sawah-yang-menyejukkan-vlr188013/
New Brand Villa 2 Floor Tangep Mengwi,Rp 135.000.000,year,Badung,,3,,,,Brand new villa located at tangeb mengwi badung area is now ready to lease for long term. A quite and secluded area with ricefield view infront of it. Details 2 floors building 100 sqm for the land size 2 bed rooms upstairs at second floor 2 bathrooms for each bed room Pool ( jaccuzi style ) 1 guest toilet downstair Enclosed living room and kitchen Furnished include with Air cond Kitchen set Storage Sofa set Garage for car or bikes 5 m road access Rice field view Quiet and calm location Not so many building near of the villa. Price for lease hold : IDR 135 million per year for 10 year IDR 120 million per yesr for 20 year,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/4369804/da9d8f8e2f887e4a9f04daf18c07bb24.jpg,https://www.rumah123.com/properti/badung-mengwi/new-brand-villa-2-floor-tangep-mengwi-vlr227740/
Disewakan Rumah 2 Lantai Fully Furnished di Renon,Rp 155.000.000,year,Badung,4,3,150 m²,230 m²,Lainnya,*For rent > Rumah semi Villa di Renon DPS* Lokasi dekat lapangan BajraSandi pusat kota dan pusat pemerintahan DPS. Luas tanah 1.5 are Bangunan lantai 2 LB 210m2 3 kamar 1 kmr staff. 3 kamar mandi Living dining kitchen garasi dan taman. Ada fasilitas pool dalam komplex. Private security gate. Full furnished. Bed+matrass lemari meja kursi juti AC kulkas dll. PLN Dan PDAM. For Rent 155jt/th nego.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/4369804/4ef9a7a64b89289d2fef3e159cadb447.jpg,https://www.rumah123.com/properti/denpasar-renon/disewakan-rumah-2-lantai-fully-furnished-di-renon-hor41087067/
town house baru di puri gading jimbaran ungasan furnishdkt gwk,Rp 9.000.000,month,town house baru di puri gading jimbaran ungasan furnishdkt gwk | Rumah123,1,1,130 m²,45 m²,SHM,town house baru jadi 2 lantai yang terletak di puri gading jalan paving 6 meterlingkungan sangat strategis kawasan villa dan perumahan. perumahan yg berkembang pesat ruangan besar sehingga membuat nyaman berada didalam kamar. setiap unit terdapat kamar tidur kamar mandi ruang santai dan dapur. parkiran untuk motor. lokasi dekat dengan Taman Rama internasional School GWK pantai Balangan Melasti padang padang labuan sait dll. kondisi fully furnish. 1 menit menuju Taman Rama School children house 5 menit menuju GWK 10 menit menuju pantai balangan pantai dream land 15 menit menuju pantai pandawa 15 menit menuju pantai Melasti 15 menit menuju pantai labuan sait 15 menit menuju pantai padang - padang 30 menit menuju bandara spesifikasi : Luas tanah keseluruhan 130 m2 luas bangunan 180 m2 masing - masing unit luas bangunan 45 m2 total ada 4 unit sudah fully furnish (ac bedsofakomporkulkas tv 50 inch lemari water heatermeja kerja meja makan kitchen set + peralatan memasak dan makan) harga promo 10 juta/ bulan termasuk wifi bersih-bersih 1 kali seminggu penggantian duvet + sprai 2 kali seminggu air belum termasuk listrik untuk informasi lebih lanjut bisa menghubungi : welly khusus penyewa langsung,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/35883/a5ebe6c48ca4ca6d8b792787fbed6e7a.jpg,https://www.rumah123.com/properti/badung-puri-gading/town-house-baru-di-puri-gading-jimbaran-ungasan-furnishdkt-gwk-hor39330030/
Sewa/ Jual Villa 2 Lantai.+ Pool + Rooftop Tibubeneng -Canggu,Rp 225.000.000,year,Sewa/ Jual Villa 2 Lantai.+ Pool + Rooftop Tibubeneng -Canggu | vlr232255,3,3,,,,Disewakan / Dijual villa 2 lantai modern minimalis lengkap dengan pool & rooftop berlokasi di area villa yang tenang dan premium. Lokasi : Tibubeneng - Canggu Legalitas lengkap : SHM + IMB Luas tanah 221 m² Luas bangunan 480 m² (2 lantai) Spesifikasi : 3+1 Kamar Tidur 3+1 Kamar Mandi Full furnish Private pool Rooftop area Service area Harga sewa : 225 juta / tahun Harga jual : 79 M (nego) Security deposit : 10% Selling Point : 3 menit ke Finns Beach Club & Atlas Beach Fest 5 menit ke Pantai Berawa Cocok untuk investasi maupun hunian pribadi dengan potensi sewa tinggi di area favorit Canggu.,,RIA KUSUMA (XZFU)Agen KorporatNIB:912020578****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1976159/438283ede7adb2cbff5603ef1b60cae1.jpg,https://www.rumah123.com/properti/badung-tibubeneng/sewa-jual-villa-2-lantai-pool-rooftop-tibubeneng-canggu-vlr232255/
Beautiful And Clean Villa In Centre Of Seminyak,Rp 600.000.000,year,Beautiful And Clean Villa In Centre Of Seminyak | vlr174967,2,2,,,,Located in centre of Seminyak Sitted on 200 sqm land This villa give spacious living area and pool Consist of 2 bedrooms with ensuite bathroom Villa comes wih good quality furniture and amenities Carport for 1 car Villa ready to occupy Surrounded by famous cafes and restaurant like Bhiku Mirror Shishi The Butcher Forge etc Only 10 minutes to the beach nearby Please contact Himwan for further details and survey,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/555958/043747ca46b091f0c1e07e05f98681a9.jpg,https://www.rumah123.com/properti/badung-seminyak/beautiful-and-clean-villa-in-centre-of-seminyak-vlr174967/
Brand New House Close To Sidewalk Jimbaran,Rp 185.000.000,year,Brand New House Close To Sidewalk Jimbaran | vlr164201,3,3,,,,Brand New 3 bedrooms House Close to Jimbaran beach and Sidewalk Mall Jimbaran Fully furnished Spacious swimming pool at backyard. All rooms with bathroom AC and TV. Comfortable road access with 6 meter wide. One gate security Contact Himwan for more details and survey.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/555958/73b4a503d8aa002a96f24494aa1f30cc.jpg,https://www.rumah123.com/properti/badung-jimbaran/brand-new-house-close-to-sidewalk-jimbaran-vlr164201/
Brand New Modern Luxury Villa Near Seminyak,Rp 250.000.000,year,Brand New Modern Luxury Villa Near Seminyak | Rumah123,2,2,125 m²,175 m²,SHM,Leasehold for 24 years only Price IDR 3.480.000.xxx Land size 125 sqm Building size 175 sqm 2 bedrooms with ensuite bathrooms. Indoor swimming pool. Mezzanine level for work space or studio. Spacious living room and dining room. Spacious balcony terrace for relax barbeque etc High ceiling roof for better air circulation and lighting. Building permit complete 7 meter wide access road Nearby famous tourist area: 29 km to Kayu Aya street the most famous cullinary place and nightlife in Seminyak. 39 km to Seminyak beach 38 km to Petitenget beach 4 km to Batu Belig beach 45 km to Berawa Canggu area 10 km to AIrport Ngurah Rai Please contact Himwan for more detail and survey.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/555958/0d542cc33743da3aa8153c9c660d0643.jpg,https://www.rumah123.com/properti/badung-kerobokan-kelod/brand-new-modern-luxury-villa-near-seminyak-hor18569672/
Villa Office And Spacious Land At Sanur,Rp 250.000.000,year,Villa Office And Spacious Land At Sanur | Rumah123,3,3,1150 m²,250 m²,SHM,Located in a serenity side of Sanur With total Land size 1.150 sqm or 115 are Consist of: A 2 bedrooms villa A 2 floor office building Vacant land size 585 sqm with dimension 36 meter width and 15 meter depth. This vacant land is ideal to developed into 4 villas. Both Villa and Office are well maintained. Price for subleased until July 2040 is IDR 37 billion. Selling point: 25 km to Sindhu Beach. 27 km to Bali International Hoapital. 35 km to Sanur Harbour (cross to Nusa Penida) 15 km to Ngurah Rai International.airport. Please contact Himwan for more detail and site survey.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/555958/c58a62d2ac7a7f1cc210546bc3229a69.jpg,https://www.rumah123.com/properti/denpasar-sanur/villa-office-and-spacious-land-at-sanur-hor18096308/
6 Bedrooms Modern Villa Walking Distance To Sanur Beach,Rp 680.000.000,year,6 Bedrooms Modern Villa Walking Distance To Sanur Beach | Rumah123,6,7,270 m²,450 m²,SHM,Modern 6 Bedroom Villa for Rent Prime Location Near Sanur Beach Experience the best of Bali living in this stunning 6-bedroom villa ideally located just minutes from Sanur Beach. With its modern design and fully furnished interiors this property offers both comfort and style—perfect for families long-term residents or expats. Key Features: 6 spacious air-conditioned bedrooms Elegant modern design with high-quality finishes Fully furnished with contemporary furniture and appliances Open-plan living and dining areas Private garden and secure parking Prime Location Highlights: Walking distance to Sanur Beach – enjoy daily strolls or sunsets by the sea Close to Bali International Hospital – top-tier healthcare nearby Minutes from Bali Island School – ideal for families with children Near Icon Mall – for shopping dining and entertainment Surrounded by vibrant cafés boutique shops hotels and local amenities Whether you're looking for a serene retreat or a lively lifestyle hub this villa offers the perfect balance of convenience and tranquility in one of Bali’s most desirable neighborhoods. Contact Himwan to schedule a viewing and make this exceptional villa your next home in paradise.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/555958/c1ef06d47232c871d4e27652e6fa1ed9.jpg,https://www.rumah123.com/properti/denpasar-sanur/6-bedrooms-modern-villa-walking-distance-to-sanur-beach-hor39268421/
Villa Furnished 3BEDROOM Privat Pool Lokasi Best Sanur Skuta,Rp 350.000.000,year,Villa Furnished 3BEDROOM Privat Pool Lokasi Best Sanur Skuta | Rumah123,3,4,200 m²,175 m²,SHM,Spacious Brand New 3 Bed Villa in Sanur Jalan Sekuta Land size: 200m2 Building size: 175m2 3 Badrooms 3 Bathrooms Kitchen & Dinning area Livingroom Private pool Garden Fully furnished Near from Sindhu Beach Includes Pool Cleaning twice a wekk Garden Maintenance Special Rate for this month Price : 350/ yearly Min 3 yearly,,Yuliana cecilliaAgen KorporatNIB:812001416****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1790887/98074048faa3b5ec7b48fe9b4a7139f2.jpg,https://www.rumah123.com/properti/denpasar-sanur/villa-furnished-3bedroom-privat-pool-lokasi-best-sanur-skuta-hor18222969/
Disewakan Villa 2 Bedroom + Pool Seminyak Bali,Rp 338.000.000,year,Disewakan Villa 2 Bedroom + Pool Seminyak Bali | vlr234882,2,2,,,,Disewakan segera Villa Tierandra 2 Bedroom dengan private pool di kawasan strategis Seminyak cocok untuk hunian atau liburan dengan suasana tenang dan nyaman. Bisa sewa tahunan / bulanan Lokasi: Seminyak - Badung Bali Spesifikasi: Luas tanah 250 m² Luas bangunan 245 m² 2 Kamar tidur 2 Kamar mandi Ruang santai Dapur Private swimming pool Listrik 7.700 watt Include: Perbaikan kerusakan kolam (tidak termasuk treatment kolam) Perbaikan kebocoran & kerusakan bangunan Exclude: Listrik Cleaning service Laundry Breakfast Harga sewa: Rp 338 juta / tahun Rp 32 juta / bulan Villa nyaman di area Seminyak dekat berbagai restoran dan pusat lifestyle. Cocok untuk tinggal jangka panjang di area premium Bali.,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1976159/43461231ece6a60b6a26b8720c50586a.jpg,https://www.rumah123.com/properti/badung-seminyak/villa-2-bedroom-pool-seminyak-bali-vlr234882/
Rumah Semi Villa 2 Lantai Lokasi Dekat Sekolah Dyatmika,Rp 87.000.000,year,Denpasar Timur Denpasar,2,2,300 m²,200 m²,Lainnya,Disewakan rumah semi Villa lokasi Denpasar timur dekat sekolah dyatmika.. Spesifikasi sebagai berikut : Berapa Lantai : 2 Luas Tanah : 300 Luas bangunan : 200 Kamar Tidur : 2 Kamar Mandi :2 Hadap Mana : timur Garasi : 1 Listrik : 7.500 Jalan meter : 6 meter Air : pdam tandon 2 Imb : ad Furnish / unfurnish : Furnish Harga 87/th Jika ambil 2 th jadinya 77/ thnya,,Ivan budimanAgen KorporatNIB:812001416****,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1860801/abcf2ea6521b8b18e6dbf3324203444a.jpg,https://www.rumah123.com/properti/denpasar-denpasar-timur/rumah-semi-villa-2-lantai-lokasi-dekat-sekolah-dyatmika-hor40883790/
For Rent Daily And Monthly Amazing Villa At Umalas Bali,Rp 168.000.000,day,Badung,5,6,,,,VILLA VII - THE TROPICAL LUXE SANCTUARY | UMALAS RENTAL OPTION DAILY RENTAL $1000 / night minimum stay 7 days Monthly rental $30.000 ( negotiable) Where tropical serenity meets exquisite European elegance. Hidden in one of Umalas' most peaceful pockets Villa VII rises like a private retreat carved out of paradise-surrounded by swaying palms sculpted gardens and open rice-paddy views that feel like a living painting. This is not just a villa. This is a world of its own. PROPERTY HIGHLIGHTS - 5 beautifully designed bedrooms - 6 luxurious bathrooms - Expansive tropical garden - perfect for events & family gatherings - Rice-paddy view - unobstructed peaceful and rare in Umalas - Private cinema room - your own movie sanctuary - Spa room - built for wellness & deep relaxation - Personal gym - stay fit in the comfort of your home - Car park - secure & spacious - Full luxury furnishing visit by appointment #ancaj,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/1258884/c19979f0ef3d1620e56e7399daf2b590.jpg,https://www.rumah123.com/properti/badung-umalas/villa-cantik-di-umalas-rental-harianbulanan-vlr218968/
Modern 2 Bedrooms Villa At Jimbaran Area Fully Furnished,Rp 205.000.000,year,Modern 2 Bedrooms Villa At Jimbaran Area Fully Furnished | Rumah123,2,2,120 m²,80 m²,SHM,Yearly rental 2 Bedrooms Modern Villa located in Jimbaran Bali. Location : Jimbaran Badung This villa located in residential environment. Details : . Land Size : 120 M2 . Building Size : 80 M2 . 2 Bedrooms with ensuite bathrooms . Modern kitchen . Private swimming pool . Open living room . Fast wifi . Electricity 3300 kwh . Carport fit 2 cars . Ac each room . Water heater . Washing machine . Fully furnished Price 205 Mio/year,,Agen Properti di Tangerang,,https:/picture.rumah123.com/r123-images/300x300-crop/customer/999072/dc7c8b3311e356906c415c8fa67e57e8.jpg,https://www.rumah123.com/properti/badung-jimbaran/modern-2-bedrooms-villa-at-jimbaran-area-fully-furnished-hor18515944/
